,Company Name,No of stops,No of days in advanced booked,class,where to where,Route Value,Departure Time,Duration,Price,distance in km
765,IndiGo,0,60,Economy,Delhi - Hyderabad,5,13.83,2.25,3120,1253
766,IndiGo,0,60,Economy,Delhi - Hyderabad,5,17.42,2.25,3120,1253
767,IndiGo,0,60,Economy,Delhi - Hyderabad,5,19.0,2.25,3120,1253
768,Go First,0,60,Economy,Delhi - Hyderabad,5,19.58,2.25,3120,1253
769,IndiGo,0,60,Economy,Delhi - Hyderabad,5,23.08,2.25,3120,1253
770,IndiGo,0,60,Economy,Delhi - Hyderabad,5,7.0,2.33,3120,1253
771,IndiGo,0,60,Economy,Delhi - Hyderabad,5,8.67,2.33,3120,1253
772,IndiGo,0,60,Economy,Delhi - Hyderabad,5,20.75,2.42,3120,1253
773,Air Asia,1,60,Economy,Delhi - Hyderabad,5,16.25,4.17,3120,1253
774,Vistara,0,60,Economy,Delhi - Hyderabad,5,17.67,2.17,3269,1253
775,Vistara,0,60,Economy,Delhi - Hyderabad,5,14.75,2.25,3269,1253
776,Vistara,0,60,Economy,Delhi - Hyderabad,5,7.08,2.33,3269,1253
777,Vistara,0,60,Economy,Delhi - Hyderabad,5,20.58,2.33,3269,1253
778,Go First,1,60,Economy,Delhi - Hyderabad,5,9.0,6.5,4013,1253
779,Go First,1,60,Economy,Delhi - Hyderabad,5,6.33,9.17,4013,1253
780,Go First,1,60,Economy,Delhi - Hyderabad,5,15.0,5.0,4050,1253
781,Go First,1,60,Economy,Delhi - Hyderabad,5,14.33,5.67,4050,1253
782,Go First,1,60,Economy,Delhi - Hyderabad,5,10.5,9.5,4050,1253
783,Air India,1,60,Economy,Delhi - Hyderabad,5,20.67,13.25,4076,1253
784,Air India,1,60,Economy,Delhi - Hyderabad,5,9.75,24.17,4076,1253
785,Vistara,0,60,Premium Economy,Delhi - Hyderabad,5,17.67,2.17,6942,1253
786,Vistara,0,60,Premium Economy,Delhi - Hyderabad,5,14.75,2.25,6942,1253
787,Vistara,0,60,Premium Economy,Delhi - Hyderabad,5,7.08,2.33,6942,1253
788,Vistara,0,60,Premium Economy,Delhi - Hyderabad,5,20.58,2.33,6942,1253
789,Air India,0,60,Business,Delhi - Hyderabad,5,9.75,2.17,23944,1253
790,Vistara,0,60,Business,Delhi - Hyderabad,5,17.67,2.17,23944,1253
791,Vistara,0,60,Business,Delhi - Hyderabad,5,14.75,2.25,23944,1253
792,Vistara,0,60,Business,Delhi - Hyderabad,5,7.08,2.33,23944,1253
793,Air India,0,60,Business,Delhi - Hyderabad,5,8.17,2.33,23944,1253
794,Vistara,0,60,Business,Delhi - Hyderabad,5,20.58,2.33,23944,1253
795,Air India,0,60,Business,Delhi - Hyderabad,5,21.17,2.42,23944,1253
796,Vistara,1,60,Business,Delhi - Hyderabad,5,20.67,11.0,41001,1253
797,Air India,1,60,Business,Delhi - Hyderabad,5,20.0,11.25,41001,1253
798,Air India,1,60,Business,Delhi - Hyderabad,5,19.0,12.25,41001,1253
799,Air India,2,60,Business,Delhi - Hyderabad,5,15.08,16.17,41001,1253
800,Air India,1,60,Business,Delhi - Hyderabad,5,10.67,20.58,41001,1253
801,Air India,1,60,Business,Delhi - Hyderabad,5,8.0,23.25,41001,1253
802,Air India,1,60,Business,Delhi - Hyderabad,5,7.0,24.25,41001,1253
803,Vistara,1,60,Business,Delhi - Hyderabad,5,20.67,24.25,41001,1253
804,Air India,1,60,Business,Delhi - Hyderabad,5,20.0,25.58,41001,1253
805,Vistara,1,60,Business,Delhi - Hyderabad,5,11.67,9.25,47721,1253
806,Vistara,1,60,Business,Delhi - Hyderabad,5,9.5,11.42,47721,1253
807,Vistara,1,60,Business,Delhi - Hyderabad,5,11.67,20.0,47721,1253
808,Vistara,1,60,Business,Delhi - Hyderabad,5,9.5,22.17,47721,1253
809,Vistara,1,60,Business,Delhi - Hyderabad,5,16.92,14.75,48841,1253
810,Air India,1,60,Business,Delhi - Hyderabad,5,6.83,14.42,50545,1253
811,Air India,1,60,Business,Delhi - Hyderabad,5,20.25,25.0,50545,1253
812,Air India,1,60,Business,Delhi - Hyderabad,5,16.92,28.33,50545,1253
813,Vistara,1,60,Business,Delhi - Hyderabad,5,12.83,8.08,53321,1253
814,Air Asia,1,1,Economy,Delhi - Kolkata,6,18.67,6.92,5951,1304
815,Air Asia,1,1,Economy,Delhi - Kolkata,6,18.67,7.0,5951,1304
816,Air Asia,1,1,Economy,Delhi - Kolkata,6,16.25,9.33,5951,1304
817,Air Asia,1,1,Economy,Delhi - Kolkata,6,16.25,9.42,5951,1304
818,Air Asia,1,1,Economy,Delhi - Kolkata,6,5.58,11.75,5951,1304
819,Air Asia,1,1,Economy,Delhi - Kolkata,6,8.0,13.33,5951,1304
820,Air Asia,1,1,Economy,Delhi - Kolkata,6,18.67,13.58,5951,1304
821,Go First,0,1,Economy,Delhi - Kolkata,6,5.75,2.08,5954,1304
822,SpiceJet,0,1,Economy,Delhi - Kolkata,6,5.75,2.33,5954,1304
823,SpiceJet,1,1,Economy,Delhi - Kolkata,6,7.5,6.33,5954,1304
824,SpiceJet,1,1,Economy,Delhi - Kolkata,6,7.5,9.33,5954,1304
825,Go First,1,1,Economy,Delhi - Kolkata,6,19.75,12.33,5954,1304
826,Go First,1,1,Economy,Delhi - Kolkata,6,5.75,14.17,5954,1304
827,IndiGo,1,1,Economy,Delhi - Kolkata,6,7.67,4.75,5955,1304
828,IndiGo,1,1,Economy,Delhi - Kolkata,6,8.92,5.42,5955,1304
829,IndiGo,1,1,Economy,Delhi - Kolkata,6,14.33,5.5,5955,1304
830,IndiGo,1,1,Economy,Delhi - Kolkata,6,9.92,6.25,5955,1304
831,IndiGo,1,1,Economy,Delhi - Kolkata,6,12.92,6.5,5955,1304
832,IndiGo,1,1,Economy,Delhi - Kolkata,6,6.5,7.83,5955,1304
833,IndiGo,1,1,Economy,Delhi - Kolkata,6,13.92,8.83,5955,1304
834,IndiGo,1,1,Economy,Delhi - Kolkata,6,5.83,10.33,5955,1304
835,IndiGo,1,1,Economy,Delhi - Kolkata,6,8.92,10.92,5955,1304
836,Air Asia,0,1,Economy,Delhi - Kolkata,6,4.92,2.08,5956,1304
837,Vistara,0,1,Economy,Delhi - Kolkata,6,6.33,2.0,6060,1304
838,Vistara,0,1,Economy,Delhi - Kolkata,6,7.5,2.08,6060,1304
839,Vistara,0,1,Premium Economy,Delhi - Kolkata,6,6.33,2.0,6998,1304
840,Vistara,0,1,Premium Economy,Delhi - Kolkata,6,7.5,2.08,8958,1304
841,Vistara,0,1,Premium Economy,Delhi - Kolkata,6,20.5,2.25,10638,1304
842,Vistara,1,1,Premium Economy,Delhi - Kolkata,6,18.0,15.25,12684,1304
843,Vistara,1,1,Premium Economy,Delhi - Kolkata,6,6.67,26.58,12684,1304
844,Vistara,0,1,Premium Economy,Delhi - Kolkata,6,14.83,2.08,12934,1304
845,Vistara,0,1,Premium Economy,Delhi - Kolkata,6,17.5,2.08,12934,1304
846,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,21.67,11.58,15118,1304
847,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,19.75,13.5,15118,1304
848,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,18.92,14.33,15118,1304
849,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,8.83,24.42,15118,1304
850,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,7.5,25.75,15118,1304
851,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,6.0,27.25,15118,1304
852,Vistara,3,1,Premium Economy,Delhi - Kolkata,6,17.75,15.5,22232,1304
853,Vistara,3,1,Premium Economy,Delhi - Kolkata,6,8.17,25.08,23666,1304
854,Vistara,3,1,Premium Economy,Delhi - Kolkata,6,8.17,25.08,23666,1304
855,Vistara,3,1,Premium Economy,Delhi - Kolkata,6,8.17,25.08,23666,1304
856,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,10.33,22.92,23910,1304
857,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,9.5,23.75,23910,1304
858,Vistara,3,1,Premium Economy,Delhi - Kolkata,6,17.58,15.67,25962,1304
859,Vistara,3,1,Premium Economy,Delhi - Kolkata,6,16.08,17.17,29882,1304
860,Vistara,3,1,Premium Economy,Delhi - Kolkata,6,16.08,17.17,29882,1304
861,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,17.75,15.5,29958,1304
862,Vistara,2,1,Premium Economy,Delhi - Kolkata,6,16.92,16.33,29958,1304
863,Vistara,3,1,Premium Economy,Delhi - Kolkata,6,14.17,19.08,36378,1304
864,Vistara,0,1,Business,Delhi - Kolkata,6,6.33,2.0,6998,1304
865,Vistara,0,1,Business,Delhi - Kolkata,6,7.5,2.08,8958,1304
866,Vistara,0,1,Business,Delhi - Kolkata,6,20.5,2.25,10638,1304
867,Vistara,1,1,Business,Delhi - Kolkata,6,18.0,15.25,12684,1304
868,Vistara,1,1,Business,Delhi - Kolkata,6,6.67,26.58,12684,1304
869,Vistara,0,1,Business,Delhi - Kolkata,6,14.83,2.08,12934,1304
870,Vistara,0,1,Business,Delhi - Kolkata,6,17.5,2.08,12934,1304
871,Vistara,2,1,Business,Delhi - Kolkata,6,21.67,11.58,15118,1304
872,Vistara,2,1,Business,Delhi - Kolkata,6,19.75,13.5,15118,1304
873,Vistara,2,1,Business,Delhi - Kolkata,6,18.92,14.33,15118,1304
874,Vistara,2,1,Business,Delhi - Kolkata,6,8.83,24.42,15118,1304
875,Vistara,2,1,Business,Delhi - Kolkata,6,7.5,25.75,15118,1304
876,Vistara,2,1,Business,Delhi - Kolkata,6,6.0,27.25,15118,1304
877,Vistara,3,1,Business,Delhi - Kolkata,6,17.75,15.5,22232,1304
878,Vistara,3,1,Business,Delhi - Kolkata,6,8.17,25.08,23666,1304
879,Vistara,3,1,Business,Delhi - Kolkata,6,8.17,25.08,23666,1304
880,Vistara,3,1,Business,Delhi - Kolkata,6,8.17,25.08,23666,1304
881,Vistara,2,1,Business,Delhi - Kolkata,6,10.33,22.92,23910,1304
882,Vistara,2,1,Business,Delhi - Kolkata,6,9.5,23.75,23910,1304
883,Vistara,3,1,Business,Delhi - Kolkata,6,17.58,15.67,25962,1304
884,Vistara,3,1,Business,Delhi - Kolkata,6,16.08,17.17,29882,1304
885,Vistara,3,1,Business,Delhi - Kolkata,6,16.08,17.17,29882,1304
886,Vistara,2,1,Business,Delhi - Kolkata,6,17.75,15.5,29958,1304
887,Vistara,2,1,Business,Delhi - Kolkata,6,16.92,16.33,29958,1304
888,Vistara,3,1,Business,Delhi - Kolkata,6,14.17,19.08,36378,1304
889,Air Asia,1,7,Economy,Delhi - Kolkata,6,18.67,6.92,5951,1304
890,Air Asia,1,7,Economy,Delhi - Kolkata,6,18.67,7.0,5951,1304
891,Air Asia,1,7,Economy,Delhi - Kolkata,6,5.58,11.75,5951,1304
892,Air Asia,1,7,Economy,Delhi - Kolkata,6,8.0,13.33,5951,1304
893,Air Asia,1,7,Economy,Delhi - Kolkata,6,18.67,13.58,5951,1304
894,Go First,0,7,Economy,Delhi - Kolkata,6,5.75,2.08,5954,1304
895,Go First,0,7,Economy,Delhi - Kolkata,6,21.0,2.08,5954,1304
896,SpiceJet,0,7,Economy,Delhi - Kolkata,6,5.75,2.33,5954,1304
897,SpiceJet,0,7,Economy,Delhi - Kolkata,6,20.67,2.42,5954,1304
898,Go First,1,7,Economy,Delhi - Kolkata,6,17.5,4.42,5954,1304
899,SpiceJet,1,7,Economy,Delhi - Kolkata,6,8.67,5.17,5954,1304
900,Go First,1,7,Economy,Delhi - Kolkata,6,12.58,5.17,5954,1304
901,SpiceJet,1,7,Economy,Delhi - Kolkata,6,7.5,6.33,5954,1304
902,SpiceJet,1,7,Economy,Delhi - Kolkata,6,5.92,6.83,5954,1304
903,SpiceJet,1,7,Economy,Delhi - Kolkata,6,8.67,8.17,5954,1304
904,SpiceJet,1,7,Economy,Delhi - Kolkata,6,7.5,9.33,5954,1304
905,Go First,1,7,Economy,Delhi - Kolkata,6,19.75,12.33,5954,1304
906,Go First,1,7,Economy,Delhi - Kolkata,6,19.5,14.08,5954,1304
907,Go First,1,7,Economy,Delhi - Kolkata,6,5.75,14.17,5954,1304
908,SpiceJet,1,7,Economy,Delhi - Kolkata,6,19.17,18.67,5954,1304
909,SpiceJet,1,7,Economy,Delhi - Kolkata,6,18.0,19.83,5954,1304
910,SpiceJet,1,7,Economy,Delhi - Kolkata,6,19.17,21.67,5954,1304
911,SpiceJet,1,7,Economy,Delhi - Kolkata,6,18.0,22.83,5954,1304
912,Vistara,0,7,Economy,Delhi - Kolkata,6,6.33,2.0,5955,1304
913,Vistara,0,7,Economy,Delhi - Kolkata,6,7.5,2.08,5955,1304
914,Air Asia,1,7,Premium Economy,Delhi - Kolkata,6,18.67,6.92,5951,1304
915,Air Asia,1,7,Premium Economy,Delhi - Kolkata,6,18.67,7.0,5951,1304
916,Air Asia,1,7,Premium Economy,Delhi - Kolkata,6,5.58,11.75,5951,1304
917,Air Asia,1,7,Premium Economy,Delhi - Kolkata,6,8.0,13.33,5951,1304
918,Air Asia,1,7,Premium Economy,Delhi - Kolkata,6,18.67,13.58,5951,1304
919,Go First,0,7,Premium Economy,Delhi - Kolkata,6,5.75,2.08,5954,1304
920,Go First,0,7,Premium Economy,Delhi - Kolkata,6,21.0,2.08,5954,1304
921,SpiceJet,0,7,Premium Economy,Delhi - Kolkata,6,5.75,2.33,5954,1304
922,SpiceJet,0,7,Premium Economy,Delhi - Kolkata,6,20.67,2.42,5954,1304
923,Go First,1,7,Premium Economy,Delhi - Kolkata,6,17.5,4.42,5954,1304
924,SpiceJet,1,7,Premium Economy,Delhi - Kolkata,6,8.67,5.17,5954,1304
925,Go First,1,7,Premium Economy,Delhi - Kolkata,6,12.58,5.17,5954,1304
926,SpiceJet,1,7,Premium Economy,Delhi - Kolkata,6,7.5,6.33,5954,1304
927,SpiceJet,1,7,Premium Economy,Delhi - Kolkata,6,5.92,6.83,5954,1304
928,SpiceJet,1,7,Premium Economy,Delhi - Kolkata,6,8.67,8.17,5954,1304
929,SpiceJet,1,7,Premium Economy,Delhi - Kolkata,6,7.5,9.33,5954,1304
930,Go First,1,7,Premium Economy,Delhi - Kolkata,6,19.75,12.33,5954,1304
931,Go First,1,7,Premium Economy,Delhi - Kolkata,6,19.5,14.08,5954,1304
932,Go First,1,7,Premium Economy,Delhi - Kolkata,6,5.75,14.17,5954,1304
933,SpiceJet,1,7,Premium Economy,Delhi - Kolkata,6,19.17,18.67,5954,1304
934,SpiceJet,1,7,Premium Economy,Delhi - Kolkata,6,18.0,19.83,5954,1304
935,SpiceJet,1,7,Premium Economy,Delhi - Kolkata,6,19.17,21.67,5954,1304
936,SpiceJet,1,7,Premium Economy,Delhi - Kolkata,6,18.0,22.83,5954,1304
937,Vistara,0,7,Premium Economy,Delhi - Kolkata,6,6.33,2.0,5955,1304
938,Vistara,0,7,Premium Economy,Delhi - Kolkata,6,7.5,2.08,5955,1304
939,Air India,0,7,Business,Delhi - Kolkata,6,20.25,2.08,20000,1304
940,Air India,0,7,Business,Delhi - Kolkata,6,7.0,2.17,20000,1304
941,Air India,0,7,Business,Delhi - Kolkata,6,16.92,2.25,20000,1304
942,Vistara,0,7,Business,Delhi - Kolkata,6,7.5,2.08,21256,1304
943,Vistara,0,7,Business,Delhi - Kolkata,6,14.83,2.08,21256,1304
944,Vistara,0,7,Business,Delhi - Kolkata,6,20.5,2.25,21256,1304
945,Vistara,0,7,Business,Delhi - Kolkata,6,17.5,2.08,26856,1304
946,Air India,1,7,Business,Delhi - Kolkata,6,16.75,19.42,29763,1304
947,Air India,1,7,Business,Delhi - Kolkata,6,14.0,22.17,29763,1304
948,Air India,1,7,Business,Delhi - Kolkata,6,12.17,3.83,31292,1304
949,Air India,1,7,Business,Delhi - Kolkata,6,18.67,21.33,31292,1304
950,Air India,1,7,Business,Delhi - Kolkata,6,9.58,10.5,34966,1304
951,Vistara,1,7,Business,Delhi - Kolkata,6,11.17,5.67,38201,1304
952,Vistara,1,7,Business,Delhi - Kolkata,6,7.0,9.83,38201,1304
953,Vistara,1,7,Business,Delhi - Kolkata,6,17.83,23.0,38201,1304
954,Air India,2,7,Business,Delhi - Kolkata,6,9.75,6.25,39432,1304
955,Air India,2,7,Business,Delhi - Kolkata,6,8.33,7.67,39432,1304
956,Air India,1,7,Business,Delhi - Kolkata,6,21.42,10.67,39432,1304
957,Air India,2,7,Business,Delhi - Kolkata,6,21.42,18.58,39432,1304
958,Air India,1,7,Business,Delhi - Kolkata,6,9.75,22.33,39432,1304
959,Air India,1,7,Business,Delhi - Kolkata,6,8.33,23.75,39432,1304
960,Vistara,1,7,Business,Delhi - Kolkata,6,18.0,15.25,40023,1304
961,Vistara,1,7,Business,Delhi - Kolkata,6,6.67,26.58,40023,1304
962,Air India,1,7,Business,Delhi - Kolkata,6,5.42,7.0,41118,1304
963,Air India,1,7,Business,Delhi - Kolkata,6,5.42,11.58,41118,1304
964,IndiGo,1,30,Economy,Delhi - Kolkata,6,13.0,4.83,3621,1304
965,IndiGo,1,30,Economy,Delhi - Kolkata,6,7.83,10.0,3621,1304
966,Go First,1,30,Economy,Delhi - Kolkata,6,9.0,7.5,3973,1304
967,Go First,1,30,Economy,Delhi - Kolkata,6,6.08,10.42,3973,1304
968,Air Asia,0,30,Economy,Delhi - Kolkata,6,5.0,2.17,3999,1304
969,Go First,0,30,Economy,Delhi - Kolkata,6,5.83,2.17,3999,1304
970,Air Asia,0,30,Economy,Delhi - Kolkata,6,21.0,2.17,3999,1304
971,Go First,0,30,Economy,Delhi - Kolkata,6,19.42,2.33,3999,1304
972,Air Asia,0,30,Economy,Delhi - Kolkata,6,16.83,2.42,3999,1304
973,IndiGo,1,30,Economy,Delhi - Kolkata,6,9.83,4.5,3999,1304
974,IndiGo,1,30,Economy,Delhi - Kolkata,6,5.25,5.08,3999,1304
975,IndiGo,1,30,Economy,Delhi - Kolkata,6,15.5,5.42,3999,1304
976,IndiGo,1,30,Economy,Delhi - Kolkata,6,7.42,5.75,3999,1304
977,IndiGo,1,30,Economy,Delhi - Kolkata,6,6.08,7.08,3999,1304
978,IndiGo,1,30,Economy,Delhi - Kolkata,6,9.83,8.08,3999,1304
979,IndiGo,1,30,Economy,Delhi - Kolkata,6,10.92,8.75,3999,1304
980,IndiGo,1,30,Economy,Delhi - Kolkata,6,10.42,10.5,3999,1304
981,IndiGo,1,30,Economy,Delhi - Kolkata,6,10.92,10.92,3999,1304
982,IndiGo,0,30,Economy,Delhi - Kolkata,6,3.0,2.17,4000,1304
983,IndiGo,0,30,Economy,Delhi - Kolkata,6,10.0,2.17,4000,1304
984,IndiGo,0,30,Economy,Delhi - Kolkata,6,19.75,2.17,4000,1304
985,SpiceJet,0,30,Economy,Delhi - Kolkata,6,20.83,2.17,4000,1304
986,IndiGo,0,30,Economy,Delhi - Kolkata,6,18.58,2.33,4000,1304
987,SpiceJet,0,30,Economy,Delhi - Kolkata,6,6.25,2.83,4000,1304
988,Go First,1,30,Economy,Delhi - Kolkata,6,16.67,4.58,4086,1304
989,Vistara,0,30,Premium Economy,Delhi - Kolkata,6,6.25,2.08,5300,1304
990,Vistara,0,30,Premium Economy,Delhi - Kolkata,6,7.5,2.08,5300,1304
991,Vistara,0,30,Premium Economy,Delhi - Kolkata,6,17.5,2.08,5300,1304
992,Vistara,0,30,Premium Economy,Delhi - Kolkata,6,20.5,2.25,5300,1304
993,Air India,0,30,Business,Delhi - Kolkata,6,20.25,2.08,28536,1304
994,Air India,0,30,Business,Delhi - Kolkata,6,6.83,2.17,28536,1304
995,Air India,0,30,Business,Delhi - Kolkata,6,16.92,2.25,28536,1304
996,Vistara,0,30,Business,Delhi - Kolkata,6,7.5,2.08,29096,1304
997,Vistara,0,30,Business,Delhi - Kolkata,6,20.5,2.25,29096,1304
998,Vistara,0,30,Business,Delhi - Kolkata,6,17.5,2.08,30776,1304
999,Vistara,0,30,Business,Delhi - Kolkata,6,6.25,2.08,38056,1304
1000,Air India,1,30,Business,Delhi - Kolkata,6,5.42,7.0,42493,1304
1001,Air India,1,30,Business,Delhi - Kolkata,6,18.92,16.17,45205,1304
1002,Air India,2,30,Business,Delhi - Kolkata,6,9.75,6.25,45953,1304
1003,Air India,2,30,Business,Delhi - Kolkata,6,8.17,7.83,45953,1304
1004,Air India,1,30,Business,Delhi - Kolkata,6,21.17,10.92,45953,1304
1005,Air India,1,30,Business,Delhi - Kolkata,6,9.75,22.33,45953,1304
1006,Air India,1,30,Business,Delhi - Kolkata,6,8.17,23.92,45953,1304
1007,Air India,2,30,Business,Delhi - Kolkata,6,9.42,6.67,51868,1304
1008,Air India,1,30,Business,Delhi - Kolkata,6,9.42,10.67,52744,1304
1009,Air India,1,30,Business,Delhi - Kolkata,6,20.67,17.25,55025,1304
1010,Air India,1,30,Business,Delhi - Kolkata,6,9.75,28.17,55025,1304
1011,Air India,1,30,Business,Delhi - Kolkata,6,20.0,27.25,55673,1304
1012,Air India,1,30,Business,Delhi - Kolkata,6,19.0,28.25,55673,1304
1013,Vistara,1,30,Business,Delhi - Kolkata,6,9.5,7.42,61049,1304
1014,Vistara,1,30,Business,Delhi - Kolkata,6,11.67,22.08,61049,1304
1015,Vistara,1,30,Business,Delhi - Kolkata,6,9.5,24.25,61049,1304
1016,Vistara,1,30,Business,Delhi - Kolkata,6,11.67,29.25,61049,1304
1017,Vistara,1,30,Business,Delhi - Kolkata,6,20.67,13.08,61833,1304
1018,Air India,0,60,Economy,Delhi - Kolkata,6,16.92,2.25,2903,1304
1019,Air India,0,60,Economy,Delhi - Kolkata,6,20.25,2.08,3428,1304
1020,Air India,0,60,Economy,Delhi - Kolkata,6,6.83,2.17,3428,1304
1021,Air Asia,0,60,Economy,Delhi - Kolkata,6,5.0,2.17,3999,1304
1022,Go First,0,60,Economy,Delhi - Kolkata,6,5.83,2.17,3999,1304
1023,Air Asia,0,60,Economy,Delhi - Kolkata,6,21.0,2.17,3999,1304
1024,Go First,0,60,Economy,Delhi - Kolkata,6,19.42,2.33,3999,1304
1025,SpiceJet,0,60,Economy,Delhi - Kolkata,6,20.83,2.17,4000,1304
1026,IndiGo,0,60,Economy,Delhi - Kolkata,6,6.25,2.25,4000,1304
1027,IndiGo,0,60,Economy,Delhi - Kolkata,6,7.33,2.25,4000,1304
1028,IndiGo,0,60,Economy,Delhi - Kolkata,6,8.33,2.25,4000,1304
1029,IndiGo,0,60,Economy,Delhi - Kolkata,6,9.33,2.25,4000,1304
1030,IndiGo,0,60,Economy,Delhi - Kolkata,6,13.08,2.25,4000,1304
1031,IndiGo,0,60,Economy,Delhi - Kolkata,6,15.0,2.25,4000,1304
1032,IndiGo,0,60,Economy,Delhi - Kolkata,6,17.17,2.25,4000,1304
1033,IndiGo,0,60,Economy,Delhi - Kolkata,6,19.5,2.25,4000,1304
1034,IndiGo,0,60,Economy,Delhi - Kolkata,6,20.42,2.25,4000,1304
1035,IndiGo,0,60,Economy,Delhi - Kolkata,6,22.5,2.25,4000,1304
1036,SpiceJet,0,60,Economy,Delhi - Kolkata,6,6.25,2.83,4000,1304
1037,Vistara,0,60,Economy,Delhi - Kolkata,6,6.25,2.08,4200,1304
1038,Vistara,0,60,Economy,Delhi - Kolkata,6,7.5,2.08,4200,1304
1039,Vistara,0,60,Economy,Delhi - Kolkata,6,17.5,2.08,4200,1304
1040,Vistara,0,60,Economy,Delhi - Kolkata,6,20.5,2.25,4200,1304
1041,Air India,1,60,Economy,Delhi - Kolkata,6,21.17,10.92,4345,1304
1042,Air India,1,60,Economy,Delhi - Kolkata,6,9.75,22.33,4345,1304
1043,Vistara,0,60,Premium Economy,Delhi - Kolkata,6,6.25,2.08,5300,1304
1044,Vistara,0,60,Premium Economy,Delhi - Kolkata,6,7.5,2.08,5300,1304
1045,Vistara,0,60,Premium Economy,Delhi - Kolkata,6,17.5,2.08,5300,1304
1046,Vistara,0,60,Premium Economy,Delhi - Kolkata,6,20.5,2.25,5300,1304
1047,Air India,0,60,Business,Delhi - Kolkata,6,20.25,2.08,28536,1304
1048,Air India,0,60,Business,Delhi - Kolkata,6,6.83,2.17,28536,1304
1049,Air India,0,60,Business,Delhi - Kolkata,6,16.92,2.25,28536,1304
1050,Vistara,0,60,Business,Delhi - Kolkata,6,6.25,2.08,29096,1304
1051,Vistara,0,60,Business,Delhi - Kolkata,6,7.5,2.08,29096,1304
1052,Vistara,0,60,Business,Delhi - Kolkata,6,20.5,2.25,29096,1304
1053,Vistara,0,60,Business,Delhi - Kolkata,6,17.5,2.08,30776,1304
1054,Air India,1,60,Business,Delhi - Kolkata,6,16.75,19.42,42397,1304
1055,Air India,1,60,Business,Delhi - Kolkata,6,5.42,7.0,42493,1304
1056,Air India,1,60,Business,Delhi - Kolkata,6,21.17,10.92,45953,1304
1057,Air India,1,60,Business,Delhi - Kolkata,6,9.75,22.33,45953,1304
1058,Air India,1,60,Business,Delhi - Kolkata,6,8.17,23.92,45953,1304
1059,Air India,2,60,Business,Delhi - Kolkata,6,9.42,6.67,51868,1304
1060,Vistara,1,60,Business,Delhi - Kolkata,6,20.67,13.08,54329,1304
1061,Vistara,1,60,Business,Delhi - Kolkata,6,20.67,20.25,54329,1304
1062,Air India,1,60,Business,Delhi - Kolkata,6,6.08,7.83,55025,1304
1063,Air India,1,60,Business,Delhi - Kolkata,6,20.67,17.25,55025,1304
1064,Air India,1,60,Business,Delhi - Kolkata,6,9.75,28.17,55025,1304
1065,Air India,2,60,Business,Delhi - Kolkata,6,15.08,8.17,55673,1304
1066,Air India,1,60,Business,Delhi - Kolkata,6,10.67,12.58,55673,1304
1067,Air India,1,60,Business,Delhi - Kolkata,6,8.0,15.25,55673,1304
1068,Air India,2,60,Business,Delhi - Kolkata,6,20.0,16.17,55673,1304
1069,Air India,1,60,Business,Delhi - Kolkata,6,7.0,16.25,55673,1304
1070,Air India,2,60,Business,Delhi - Kolkata,6,19.0,17.17,55673,1304
1071,Air India,1,60,Business,Delhi - Kolkata,6,6.17,7.33,58238,1304
1072,Air Asia,1,1,Economy,Delhi - Chennai,7,5.58,6.83,7423,1757
1073,Air Asia,1,1,Economy,Delhi - Chennai,7,8.0,9.42,7423,1757
1074,Air Asia,1,1,Economy,Delhi - Chennai,7,18.67,13.0,7423,1757
1075,Air Asia,1,1,Economy,Delhi - Chennai,7,7.17,14.67,7423,1757
1076,Air Asia,1,1,Economy,Delhi - Chennai,7,5.58,14.92,7423,1757
1077,Air Asia,1,1,Economy,Delhi - Chennai,7,16.25,15.42,7423,1757
1078,Vistara,0,1,Economy,Delhi - Chennai,7,17.58,2.67,7425,1757
1079,IndiGo,0,1,Economy,Delhi - Chennai,7,22.5,2.67,7425,1757
1080,Vistara,0,1,Economy,Delhi - Chennai,7,7.33,2.83,7425,1757
1081,Vistara,0,1,Economy,Delhi - Chennai,7,13.5,2.83,7425,1757
1082,Vistara,0,1,Economy,Delhi - Chennai,7,19.92,2.83,7425,1757
1083,IndiGo,0,1,Economy,Delhi - Chennai,7,20.75,2.83,7425,1757
1084,IndiGo,0,1,Economy,Delhi - Chennai,7,8.5,2.92,7425,1757
1085,IndiGo,0,1,Economy,Delhi - Chennai,7,6.42,3.0,7425,1757
1086,SpiceJet,0,1,Economy,Delhi - Chennai,7,16.42,3.08,7425,1757
1087,IndiGo,0,1,Economy,Delhi - Chennai,7,18.08,3.08,7425,1757
1088,IndiGo,1,1,Economy,Delhi - Chennai,7,5.42,4.5,7425,1757
1089,SpiceJet,1,1,Economy,Delhi - Chennai,7,18.67,4.5,7425,1757
1090,IndiGo,1,1,Economy,Delhi - Chennai,7,7.17,4.58,7425,1757
